identifier,creator,title,date,downloads,venue
2000-02-26.vinyl.aud.Landsberger.6534.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Phoenix Theatre on 2000-02-26,2000-02-26T00:00:00Z,3766,Phoenix Theatre
2000-02-26.vinyl.sbd.goldman.17323.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Phoenix Theatre on 2000-02-26,2000-02-26T00:00:00Z,7264,Phoenix Theatre
2000-03-10.paf.dpa4061.schwartz.1505.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Henry J. Kaiser Auditorium on 2000-03-10,2000-03-10T00:00:00Z,6825,Henry J. Kaiser Auditorium
2000-03-10.paf.sbd.bertha-ashley.8637.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Henry J. Kaiser Auditorium on 2000-03-10,2000-03-10T00:00:00Z,52262,Henry J. Kaiser Auditorium
2000-03-10.paf.sbd.vernon.6421.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Henry J. Kaiser Auditorium on 2000-03-10,2000-03-10T00:00:00Z,7870,Henry J. Kaiser Auditorium
2000-04-06.paf.schoeps.peterG.1506.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Oakdale Theater on 2000-04-06,2000-04-06T00:00:00Z,2053,Oakdale Theater
2000-04-08.paf.schoeps.mcroberts.1513.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Orpheum Theatre on 2000-04-08,2000-04-08T00:00:00Z,4422,Orpheum Theatre
2000-04-09.paf.aud-unknown.skankweed.24011.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Orpheum Theatre on 2000-04-09,2000-04-09T00:00:00Z,2871,Orpheum Theatre
2000-04-09.paf.daud.rat.5504.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Orpheum Theatre on 2000-04-09,2000-04-09T00:00:00Z,1860,Orpheum Theatre
2000-04-10.paf.neumann.stonebear.1511.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at The Orpheum Theater on 2000-04-10,2000-04-10T00:00:00Z,4793,The Orpheum Theater
2000-04-11.paf.aud.rat.5505.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Orpheum Theater on 2000-04-11,2000-04-11T00:00:00Z,3767,Orpheum Theater
2000-04-13.paf.daud.vernon.26788.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Tower Theatre on 2000-04-13,2000-04-13T00:00:00Z,10414,Tower Theatre
2000-04-13.paf.schoeps.pujol.13038.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Tower Theatre on 2000-04-13,2000-04-13T00:00:00Z,6270,Tower Theatre
2000-04-14.paf.aud.vernon.5876.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Tower Theatre on 2000-04-14,2000-04-14T00:00:00Z,2037,Tower Theatre
2000-04-14.paf.bk4011.shepherd.6831.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Tower Theatre on 2000-04-14,2000-04-14T00:00:00Z,3220,Tower Theatre
2000-04-15.paf.schoeps.mcroberts.6422.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Tower Theater on 2000-04-15,2000-04-15T00:00:00Z,5542,Tower Theater
2000-04-17.paf.aud.rat.5674.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-04-17,2000-04-17T00:00:00Z,5023,Beacon Theater
2000-04-18.paf.aud.rat.5509.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-04-18,2000-04-18T00:00:00Z,21957,Beacon Theater
2000-04-19.paf.aud.unknown.6423.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-04-19,2000-04-19T00:00:00Z,3447,Beacon Theater
2000-04-21.paf.aud.unknown.5675.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-04-21,2000-04-21T00:00:00Z,2360,Beacon Theater
2000-04-21.paf.gelfell.pujol.16764.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-04-21,2000-04-21T00:00:00Z,2545,Beacon Theater
2000-04-22.paf.bk4011.unknown.3474.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theatre on 2000-04-22,2000-04-22T00:00:00Z,24322,Beacon Theatre
2000-04-23.paf.schops.shepherd.6424.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-04-23,2000-04-23T00:00:00Z,4890,Beacon Theater
2000-05-27.paf.aud.unknown.5879.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Calaveras County Fairgrounds on 2000-05-27,2000-05-27T00:00:00Z,3134,Calaveras County Fairgrounds
2000-05-27.paf.dsbd.bruno-wentzell.11064.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Calaveras County Fairgrounds on 2000-05-27,2000-05-27T00:00:00Z,17006,Calaveras County Fairgrounds
2000-05-27.paf.sbd.unknown.5863.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Calaveras County Fairgrounds on 2000-05-27,2000-05-27T00:00:00Z,1591,Calaveras County Fairgrounds
2000-06-12.paf.fm.unknown.5887.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Fantasy Studios on 2000-06-12,2000-06-12T00:00:00Z,7570,Fantasy Studios
2000-06-16.paf.aud.vernon.7836.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Portland Meadows on 2000-06-16,2000-06-16T00:00:00Z,2276,Portland Meadows
2000-06-17.paf.neumann.unknown-alternate.1512.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at The Gorge Ampitheater on 2000-06-17,2000-06-17T00:00:00Z,1628,The Gorge Ampitheater
2000-06-17.paf.neumann.unknown-rerip.1512.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at The Gorge Ampitheater on 2000-06-17,2000-06-17T00:00:00Z,3129,The Gorge Ampitheater
2000-06-18.paf.neumann.saxton.6425.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at The Gorge Ampitheater on 2000-06-18,2000-06-18T00:00:00Z,12567,The Gorge Ampitheater
2000-06-20.paf.aud.unknown.6426.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Jackson County Fairgrounds Arena on 2000-06-20,2000-06-20T00:00:00Z,12123,Jackson County Fairgrounds Arena
2000-06-21.paf.aud.grubb.5868.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Sacramento Valley Amphitheatre on 2000-06-21,2000-06-21T00:00:00Z,2321,Sacramento Valley Amphitheatre
2000-06-23.paf.schoeps.unknown.2385.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Concord Pavilion on 2000-06-23,2000-06-23T00:00:00Z,3387,Concord Pavilion
2000-06-24.paf.bk.miller.2614.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Shoreline Amphitheatre on 2000-06-24,2000-06-24T00:00:00Z,5068,Shoreline Amphitheatre
2000-06-24.paf.bk4011.unknown.2386.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Shoreline Amphitheatre on 2000-06-24,2000-06-24T00:00:00Z,2836,Shoreline Amphitheatre
2000-06-25.paf.akg.grubb.6457.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Hilton Ampatheatre on 2000-06-25,2000-06-25T00:00:00Z,2373,Hilton Ampatheatre
2000-06-29.paf.aud.grubb.6868.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Irvine Meadows on 2000-06-29,2000-06-29T00:00:00Z,2494,Irvine Meadows
2000-06-30.paf.aud.skomp.5861.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Ventura County Fairgrounds on 2000-06-30,2000-06-30T00:00:00Z,5063,Ventura County Fairgrounds
2000-07-01.paf.coresound.pujol.8497.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Del Mar Fairgrounds on 2000-07-01,2000-07-01T00:00:00Z,2535,Del Mar Fairgrounds
2000-07-03.paf.aud.vernon.5881.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Mesa Del Sol on 2000-07-03,2000-07-03T00:00:00Z,6229,Mesa Del Sol
2000-07-06.paf.akg.unknown.5862.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Zoo Amphitheatre on 2000-07-06,2000-07-06T00:00:00Z,2476,Zoo Amphitheatre
2000-07-07.paf.akg.grubb.6427.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Sandstone Amphitheatre on 2000-07-07,2000-07-07T00:00:00Z,3209,Sandstone Amphitheatre
2000-07-08.paf.aud.unknown.6428.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Riverport Amphitheatre on 2000-07-08,2000-07-08T00:00:00Z,9245,Riverport Amphitheatre
2000-07-09.paf.aud.unknown.26405.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Deer Creek Music Center on 2000-07-09,2000-07-09T00:00:00Z,3408,Deer Creek Music Center
2000-07-09.paf.naks.nawrocki.6430.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Deer Creek Music Center on 2000-07-09,2000-07-09T00:00:00Z,6874,Deer Creek Music Center
2000-07-11.paf.coresound.grubb.6990.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Riverbend Music Theater on 2000-07-11,2000-07-11T00:00:00Z,1993,Riverbend Music Theater
2000-07-12.paf.akg.unknown.5864.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Mark Of The Quad Cities on 2000-07-12,2000-07-12T00:00:00Z,7608,Mark Of The Quad Cities
2000-07-14.paf.aud.grubb.6991.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Target Center on 2000-07-14,2000-07-14T00:00:00Z,15212,Target Center
2000-07-15.paf.aud.skomp.5865.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Alpine Valley on 2000-07-15,2000-07-15T00:00:00Z,2926,Alpine Valley
2000-07-16.paf.akg.grubb.6963.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Pine Knob Music Theatre on 2000-07-16,2000-07-16T00:00:00Z,3260,Pine Knob Music Theatre
2000-07-18.paf.at812.grubb.6992.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Molson Ampitheatre on 2000-07-18,2000-07-18T00:00:00Z,3187,Molson Ampitheatre
2000-07-19.paf.akg.vernon.5866.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Finger Lakes Performing Arts Center on 2000-07-19,2000-07-19T00:00:00Z,2901,Finger Lakes Performing Arts Center
2000-07-19.paf.senn.grubb.7471.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Finger Lakes Performing Arts Center on 2000-07-19,2000-07-19T00:00:00Z,4039,Finger Lakes Performing Arts Center
2000-07-21.paf.sony.grubb.7474.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Meadows Music Theatre on 2000-07-21,2000-07-21T00:00:00Z,2857,Meadows Music Theatre
2000-07-22.paf.aud.vernon.7610.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at The Tweeter Center on 2000-07-22,2000-07-22T00:00:00Z,6661,The Tweeter Center
2000-07-23.paf.neumann.unknown.5501.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Saratoga Performing Arts Center on 2000-07-23,2000-07-23T00:00:00Z,2373,Saratoga Performing Arts Center
2000-07-25.paf.akg.vernon.7966.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Montage Mountain on 2000-07-25,2000-07-25T00:00:00Z,2866,Montage Mountain
2000-07-26.paf.naks.pujol.8498.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Jones Beach Amp. Theatre on 2000-07-26,2000-07-26T00:00:00Z,3151,Jones Beach Amp. Theatre
2000-07-28.paf.neumann.unknown.2387.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at E Centre on 2000-07-28,2000-07-28T00:00:00Z,1477,E Centre
2000-07-28.paf.neumann.unknown.5506.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at E Centre on 2000-07-28,2000-07-28T00:00:00Z,4669,E Centre
2000-07-29.paf.aud.unknown.12016.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Merriweather Post Pavilion on 2000-07-29,2000-07-29T00:00:00Z,19649,Merriweather Post Pavilion
2000-07-29.paf.oktavafob.romero.28669.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Merriweather Post Pavilion on 2000-07-29,2000-07-29T00:00:00Z,4614,Merriweather Post Pavilion
2000-07-30.paf.aud.unknown.7967.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Waterloo Village on 2000-07-30,2000-07-30T00:00:00Z,3268,Waterloo Village
2000-09-21.paf.akg.rapetti.10049.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Roseland Ballroom on 2000-09-21,2000-09-21T00:00:00Z,5487,Roseland Ballroom
2000-09-30.paf.bk4011.pujol.16795.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Memorial Auditorium on 2000-09-30,2000-09-30T00:00:00Z,31238,Memorial Auditorium
2000-09-30.paf.oktava.unknown.24712.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Memorial Auditorium on 2000-09-30,2000-09-30T00:00:00Z,4134,Memorial Auditorium
2000-09-30.paf.oktava.unknown.4693.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Memorial Auditorium on 2000-09-30,2000-09-30T00:00:00Z,9493,Memorial Auditorium
2000-10-01.paf.akg.wren.6829.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Memorial Auditorium on 2000-10-01,2000-10-01T00:00:00Z,7465,Memorial Auditorium
2000-10-01.paf.dsbd.philleshnet.3472.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Memorial Auditorium on 2000-10-01,2000-10-01T00:00:00Z,29932,Memorial Auditorium
2000-10-01.paf.sbd.bertha-ashley.16077.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Memorial Auditorium on 2000-10-01,2000-10-01T00:00:00Z,7522,Memorial Auditorium
2000-10-04.paf.schoeps.mcroberts.2388.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Orpheum Theatre on 2000-10-04,2000-10-04T00:00:00Z,3226,Orpheum Theatre
2000-10-05.paf.neumann.rat.5272.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Orpheum Theater on 2000-10-05,2000-10-05T00:00:00Z,2751,Orpheum Theater
2000-10-05.paf.schoeps.mcroberts.2351.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Orpheum Theater on 2000-10-05,2000-10-05T00:00:00Z,18922,Orpheum Theater
2000-10-06.paf.dsbd.bertha-ashley.3585.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Orpheum on 2000-10-06,2000-10-06T00:00:00Z,41826,Orpheum
2000-10-06.paf.dsbd.philleshnet.3229.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Orpheum on 2000-10-06,2000-10-06T00:00:00Z,17088,Orpheum
2000-10-06.paf.schoeps-neumann.mcroberts.2352.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Orpheum on 2000-10-06,2000-10-06T00:00:00Z,5829,Orpheum
2000-10-07.paf.neumann.mcroberts.6638.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Orpheum Theater on 2000-10-07,2000-10-07T00:00:00Z,6760,Orpheum Theater
2000-10-07.paf.schoeps.chastwek.2363.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Orpheum Theater on 2000-10-07,2000-10-07T00:00:00Z,4947,Orpheum Theater
2000-10-09.paf.gelfell.pujol.10707.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-10-09,2000-10-09T00:00:00Z,4622,Beacon Theater
2000-10-09.paf.sp.jamphan.2549.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-10-09,2000-10-09T00:00:00Z,2481,Beacon Theater
2000-10-10.paf.gelfell.pujol.11697.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theatre on 2000-10-10,2000-10-10T00:00:00Z,16833,Beacon Theatre
2000-10-11.paf.gelfell.pujol.10784.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-10-11,2000-10-11T00:00:00Z,7908,Beacon Theater
2000-10-13.paf.neumann.pujol.9449.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-10-13,2000-10-13T00:00:00Z,10912,Beacon Theater
2000-10-14.paf.at.jamphan.11460.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-10-14,2000-10-14T00:00:00Z,9337,Beacon Theater
2000-10-14.paf.neumann.pujol.10779.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-10-14,2000-10-14T00:00:00Z,20229,Beacon Theater
2000-10-15.paf.daud.ike-vernon.4690.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-10-15,2000-10-15T00:00:00Z,2350,Beacon Theater
2000-10-15.paf.senn421.pujol.11332.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theater on 2000-10-15,2000-10-15T00:00:00Z,5862,Beacon Theater
2000-10-16.paf.akg.pujol.11333.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theatre on 2000-10-16,2000-10-16T00:00:00Z,2424,Beacon Theatre
2000-10-16.paf.sbd.philleshnet.2380.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Beacon Theatre on 2000-10-16,2000-10-16T00:00:00Z,13777,Beacon Theatre
2000-10-18.paf.schoeps.schwartz.2353.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Riviera Theatre on 2000-10-18,2000-10-18T00:00:00Z,20108,Riviera Theatre
2000-10-19.paf.schoeps.unknown.2354.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Riviera Theatre on 2000-10-19,2000-10-19T00:00:00Z,2858,Riviera Theatre
2000-10-20-paf.schoeps.unknown.2355.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Riviera Theatre on 2000-10-20,2000-10-20T00:00:00Z,21772,Riviera Theatre
2000-10-20.paf.neumann.mcpherrin.2378.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Riviera Theatre on 2000-10-20,2000-10-20T00:00:00Z,2142,Riviera Theatre
2000-10-21.paf.sbd.philleshnet.2356.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Riviera Theatre on 2000-10-21,2000-10-21T00:00:00Z,16035,Riviera Theatre
2000-10-24.paf.mbho.unknown.6823.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at The Fillmore Auditorium on 2000-10-24,2000-10-24T00:00:00Z,1985,The Fillmore Auditorium
2000-10-24.paf.sbd.philleshnet.2357.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at The Fillmore Auditorium on 2000-10-24,2000-10-24T00:00:00Z,13357,The Fillmore Auditorium
2000-10-25.paf.mbho.unknown.2384.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at The Fillmore Auditorium on 2000-10-25,2000-10-25T00:00:00Z,7955,The Fillmore Auditorium
2000-10-27.paf.mbho.vernon.8952.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at House of Blues on 2000-10-27,2000-10-27T00:00:00Z,16184,House of Blues
2000-10-27.paf.sbd.philleshnet.2358.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at House of Blues on 2000-10-27,2000-10-27T00:00:00Z,12723,House of Blues
2000-10-28.paf.sbd.philleshnet.2359.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at The Wiltern Theatre on 2000-10-28,2000-10-28T00:00:00Z,15915,The Wiltern Theatre
2000-10-29.paf.schoeps.unknown.4517.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at The Wiltern Theater on 2000-10-29,2000-10-29T00:00:00Z,3244,The Wiltern Theater
2000-12-15.lal.sbd.seff.6530.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at 7th Note Showclub on 2000-12-15,2000-12-15T00:00:00Z,6862,7th Note Showclub
2000-12-30.aud.unknown.5867.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Henery J. Kaiser Auditorium on 2000-12-30,2000-12-30T00:00:00Z,2842,Henery J. Kaiser Auditorium
2000-12-31.akg480.schwartz.3232.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Henry J. Kaiser Auditorium on 2000-12-31,2000-12-31T00:00:00Z,5374,Henry J. Kaiser Auditorium
2000-12-31.naks.woellert.2615.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Henry J. Kaiser Auditorium on 2000-12-31,2000-12-31T00:00:00Z,31947,Henry J. Kaiser Auditorium
2001-02-09.paf.mbho.unknown.3549.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Fillmore Auditorium on 2001-02-09,2001-02-09T00:00:00Z,6771,Fillmore Auditorium
2001-02-09.paf.neumann.koorey.3230.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Fillmore Auditorium on 2001-02-09,2001-02-09T00:00:00Z,5313,Fillmore Auditorium
2001-02-09.paf.schoeps-travitz.becker.3551.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Fillmore Auditorium on 2001-02-09,2001-02-09T00:00:00Z,18141,Fillmore Auditorium
2001-02-09.paf.soundcheck.core-sound-mcclenehan.miller.17935.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Fillmore Auditorium on 2001-02-09,2001-02-09T00:00:00Z,2489,Fillmore Auditorium
2001-02-10.paf.mbho.unknown.3550.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Fillmore Auditorium on 2001-02-10,2001-02-10T00:00:00Z,7813,Fillmore Auditorium
2001-02-10.paf.neumann.koorey.3231.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Fillmore Auditorium on 2001-02-10,2001-02-10T00:00:00Z,4361,Fillmore Auditorium
2001-02-12.paf.neumann.shepherd.4285.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Roseland Theatre on 2001-02-12,2001-02-12T00:00:00Z,3305,Roseland Theatre
2001-02-12.paf.schoeps.larson.27174.sbefail.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Roseland Theatre on 2001-02-12,2001-02-12T00:00:00Z,3225,Roseland Theatre
2001-02-13.paf.neumann.shepherd.4249.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Roseland Theatre on 2001-02-13,2001-02-13T00:00:00Z,4609,Roseland Theatre
2001-02-15.paf.nak300.miller.27538.sbeok.flacf,Phil Lesh and Friends,Phil Lesh and Friends Live at Maritime Hall on 2001-02-15,2001-02-15T00:00:00Z,11671,Maritime Hall
